platform,store_id,store_name,store_url,store_rating,store_delivery_fee,store_delivery_time_min,store_delivery_time_max,store_promo,category,item_name,item_price,description,popular_badge,extracted_at
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,BBQ Chicken,A$16.95,"A tender chicken patty is topped with melted cheese, crisp lettuce, and tangy pickles, all drizzled with smoky BBQ sauce and creamy garlic aioli.",False,2026-05-04T04:05:46.691514+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Buffalo Chicken,A$21.95,"A tender chicken patty, generously dipped in spicy buffalo sauce, is topped with crispy bacon, melted cheese, and fresh lettuce. Finished with a dollop of creamy mayo and an extra splash of buffalo sauce",False,2026-05-04T04:05:46.691516+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Peri-peri Chicken,A$18.95,"A juicy chicken patty is topped with melted cheese, fresh lettuce, crunchy onions, and fiery jalapeÃ±os, all brought together with a kick of peri-peri sauce and creamy mayo.",False,2026-05-04T04:05:46.691517+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Premium Veg,A$15.95,"A premium veg patty is topped with melted cheese, crisp lettuce, juicy tomato, and crunchy onions, with a kick of jalapeÃ±os for added spice. Finished with zesty tomato sauce and creamy garlic aioli.",False,2026-05-04T04:05:46.691518+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Mozzarella Sticks (5pcs),A$10.95,"Five perfectly fried sticks of gooey mozzarella are served hot and crispy, accompanied by a side of rich marinara and zesty mustard dipping sauces.",False,2026-05-04T04:05:46.691519+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Chicken Wings,A$11.95,"Available in your choice of 6, 10, 15, or 20 pieces! Customize your order with a selection of 10 mouthwatering sauces, including BBQ, sweet chili, and spicy peri-peri.",False,2026-05-04T04:05:46.691524+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,The âOzzieâ,A$22.95,"A hearty beef patty is layered with crispy bacon, a perfectly fried egg, and melted cheese, all topped with fresh lettuce, juicy pineapple, vibrant beetroot, ripe tomato, and crunchy onion. Finished with creamy mayo and tangy BBQ sauce",False,2026-05-04T04:05:46.691536+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Chicken Loaded Fries ,A$16.50,"Served with Cheese Sauce, Pickles, Jalapenos and Chicken.",False,2026-05-04T04:05:46.691537+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Simply Dog,A$12.95,This deliciously juicy sausage is grilled to perfection and topped with zesty mustard sauce and rich tomato sauce.,False,2026-05-04T04:05:46.691538+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Texas Dog,A$15.95,"This mouthwatering sausage is topped with crispy bacon, melted cheese, and savory onions, all drizzled with creamy mayo and smoky BBQ sauce",False,2026-05-04T04:05:46.691539+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Chicken Tenders,A$7.95,"Crispy Chicken Tenders, available in your choice of 2, 5, or 7 pieces! Pair them with a variety of delicious sauces, including BBQ, hot sauce, peri-peri, and more. Perfectly crunchy and packed with flavor.",False,2026-05-04T04:05:46.691540+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Yankeeâs Special (GF),A$27.95," Featuring two juicy beef patties, crispy bacon, savory ham, and double cheese, this burger is topped with crunchy onions and tangy pickles, all drizzled with our signature Yankeeâs Special Sauce.",False,2026-05-04T04:05:46.691541+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Smokinâ Hot,A$17.95,"This fiery creation features a juicy beef patty topped with melted cheese, zesty jalapeÃ±os, crisp onions, and a kick of mayo and hot sauce.",False,2026-05-04T04:05:46.691542+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Premium Deluxe Dog,A$18.95,"This delicious sausage is topped with crispy bacon, gooey cheese, and crunchy coleslaw, complemented by zesty onions and spicy jalapeÃ±os. Finished with our signature Yankeeâs Special Sauce and smoky BBQ sauce",False,2026-05-04T04:05:46.691543+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Bacon Loaded Fries ,A$16.50,"Served with Cheese Sauce, Pickles, Jalapenos and Bacon.",False,2026-05-04T04:05:46.691544+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Caesar Chicken,A$22.95,"A succulent chicken patty is layered with crispy bacon, a perfectly fried egg, and melted cheese, all resting on fresh lettuce and crunchy onions. Topped with creamy Caesar dressing and mayo",False,2026-05-04T04:05:46.691545+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Cheeseburger (GF),A$16.95,"A juicy beef patty topped with melted cheese, crunchy onions, tangy pickles, and a perfect blend of mustard and tomato sauces.",False,2026-05-04T04:05:46.691546+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Chicken Popcorns,A$10.95,"These bite-sized pieces of crispy chicken are perfectly seasoned and fried to golden perfection. Served with a side of tangy ketchup and zesty mustard, they make for a delightful snack thatâs bursting with flavor in every crunchy bite!",False,2026-05-04T04:05:46.691547+00:00
doordash,25470976,Yankee's Burger Bar CBD - King St,https://www.doordash.com/store/25470976,4.3,0,30,30,2025% off,,Onion Rings,A$11.95,These crispy rings feature a crunchy coating and are served in a perfect portion to complement any main course. A classic side that adds a satisfying crunch to your meal!,False,2026-05-04T04:05:46.691548+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Bacon and Egg Roll,A$19.00,"Double bacon, double egg, double cheese, and house relish on a toasted Turkish pide bun.",False,2026-05-04T04:05:56.770384+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Steak Sandwich + Fries,A$33.00,"Juicy rump steak on Turkish pide with lettuce, tomato, grilled onions, beetroot relish, and provolone, served with a side of crispy fries.",False,2026-05-04T04:05:56.770402+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Ham and Cheese,A$21.00,"Berkshire ham off the bone layered with Swiss GruyÃ¨re, ComtÃ©, provolone, and Dijon mustard on sourdough.",False,2026-05-04T04:05:56.770404+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Eggs Your Way,A$18.00,"Poached, fried, or scrambled eggs served on your choice of toast.",False,2026-05-04T04:05:56.770406+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Cappuccino,A$6.00,"Bold espresso topped with airy, frothed milk and a dusting of cocoa.",False,2026-05-04T04:05:56.770408+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Chilli Folded Eggs (V),A$25.00,"Soft scrambled eggs infused with chilli, served with Persian feta, fresh herbs, zhug, and a crisp sourdough baguette.",False,2026-05-04T04:05:56.770409+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Daily Fresh Baked Muffin - Selection Changes Daily!,A$5.90,Daily Fresh Baked Muffin - Selection Changes Daily!,False,2026-05-04T04:05:56.770411+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Iced Coffee,A$8.00,Cold brewed coffee with milk and a touch of sweetness.,False,2026-05-04T04:05:56.770412+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Latte,A$6.00,Latte,False,2026-05-04T04:05:56.770413+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Iced Mocha,A$8.00,"A chilled blend of espresso, chocolate, and milk.",False,2026-05-04T04:05:56.770415+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Fries (VE) (GF),A$7.00,(GF)(VE),False,2026-05-04T04:05:56.770420+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Iced Matcha Latte,A$8.00,Chilled matcha blended with milk and ice.,False,2026-05-04T04:05:56.770421+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Monti Signature Beef Ragu,A$27.00,"Pappardelle tossed in slow-braised Angus short-rib ragÃ¹, finished with zesty gremolata and shaved Parmesan",False,2026-05-04T04:05:56.770422+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Pea Fritters (V),A$23.00,"Crispy zucchini and pea fritters topped with pickled beetroot, whipped ricotta, avocado, and a perfectly poached egg.",False,2026-05-04T04:05:56.770424+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Angus Beef Burger with Fries,A$25.00,"Juicy Angus beef patty with crisp lettuce, tomato, onions, pickles, melted American cheese, and house burger sauce on a toasted sesame milk bun.",False,2026-05-04T04:05:56.770425+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Warrior Smoothie,A$12.00,"A protein-packed blend of peanut butter, dates, banana, honey, and almond milk.",False,2026-05-04T04:05:56.770426+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Flat White,A$5.50,Flat White,False,2026-05-04T04:05:56.770426+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Breaky Burger,A$18.00,"Crispy bacon, golden hash brown, fried egg, avocado, and melted American cheese with your choice of tomato or BBQ sauce on a soft brioche bun.",False,2026-05-04T04:05:56.770427+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Antiox Smoothie (VE),A$12.00,"A nutrient-rich mix of acai, blueberry, banana, cacao, maple syrup, and almond milk.",False,2026-05-04T04:05:56.770429+00:00
doordash,30902668,Monti Food and Wine,https://www.doordash.com/store/30902668,,0,29,29,2025% off,,Grilled Chicken Baguette,A$22.00,"Tender grilled chicken with crunchy wombok slaw, green peppers, chilli jam, and sesame aioli.",False,2026-05-04T04:05:56.770430+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Pad Thai,A$20.00,"Thai dish of stir-fried thin rice noodles, chives, radish, bean sprouts, carrot, cabbage crushed peanuts, and egg in savoury and sweet tamarind sauce.",False,2026-05-04T04:06:06.443117+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Pad See Ew,A$20.00,"Stir-fried broad flat rice noodles, Chinese broccoli, broccoli, and egg in light brown sauce.",False,2026-05-04T04:06:06.443142+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Massaman Beef Curry,A$24.00,"4 hours slow-cooked, melting tender beef in thick mild curry with potato and pineapple. Topped with cashew nut.",False,2026-05-04T04:06:06.443144+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Lui suan,A$36.90,"Chili jam, ginger, red onion, lime, lemongrass, cashew, mint, tomato, chili",False,2026-05-04T04:06:06.443146+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Green Curry,A$20.00,"Creamy green curry with broccoli, capsicum, carrot, bamboo shoots, and basil. Spicy, slightly sweet, and full of herbaceous flavor. ",False,2026-05-04T04:06:06.443151+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Fried Rice,A$20.00,"Jasmine rice stir-fried with onions, tomatoes, Chinese broccoli, spring onion, and egg.",False,2026-05-04T04:06:06.443153+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Red Curry,A$20.00,"\nCreamy and spicy red curry with green beans, carrot, bamboo shoots, capsicum, and Thai basil. ",False,2026-05-04T04:06:06.443154+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Mango sticky rice,A$14.90,"Famous Thai dessert , sweet sticky rice with mango.",False,2026-05-04T04:06:06.443155+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Pineapple Fried Rice,A$20.00,"Gluten free, vegetarian. Stir-fried rice with onions, pineapple, spring onion, tomatoes, carrots, curry powder, egg, and cashew nuts.",False,2026-05-04T04:06:06.443156+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Pad Kana Crispy Pork,A$24.90,"Garlic, chilli, Chinese broccoli, crispy pork",False,2026-05-04T04:06:06.443157+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Duck Curry,A$24.90,"Tender duck breast simmered in a rich, aromatic curry with tomato, pineapple, capsicum, broccoli, and basil. A perfect balance of savory, sweet, and tangy flavors",False,2026-05-04T04:06:06.443159+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Ka Prow Gai Kai Dao,A$20.90,"Chicken mince with garlic, chili, bean, onion, basil on rice with fried egg",False,2026-05-04T04:06:06.443160+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Pad Kee Mow,A$20.00," Stir-fried flat rice noodles with Chinese broccoli, carrot, basil, baby corn, peppercorn, chilli, garlic.",False,2026-05-04T04:06:06.443161+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Seafood Tom yum Hot pot (2-3 pp.),A$34.00,"Spicy tom yum broth simmered with galangal, lemongrass, baby corn, mushroom, tomato, and coriander",False,2026-05-04T04:06:06.443162+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Pepper beef,A$23.00,"Onion, spring onion, red and green capsicum, peppercorn, black pepper cracked, white pepper ground.",False,2026-05-04T04:06:06.443163+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Pad Cashew,A$20.00,"Gluten free, vegetarian. Onion, capsicum, spring onion, carrot, cashew, chilli jam.",False,2026-05-04T04:06:06.443164+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Kao Soi Beef,A$20.00,"Northern Thai egg noodles and grill marinated beef  in our creamy coconut curry broth. Garnished with pickled mustard greens, red onions, fried shallots and crispy egg noodles.",False,2026-05-04T04:06:06.443165+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Pad Kra Prow,A$20.00,"Gluten free, mild, vegetarian. Onion, chilli, garlic, bean, capsicum, carrot.",False,2026-05-04T04:06:06.443166+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Tom Yum Fried Rice,A$20.00,"Mild. Stir-fried rice with tom yum paste, mushroom, baby corn, lime leaves, galangal, lemongrass.",False,2026-05-04T04:06:06.443168+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Chicken Satay (4 Pieces),A$15.90,Grilled marinated chicken served with our creamy peanut sauce.,False,2026-05-04T04:06:06.443169+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Roti Bread with Peanut Sauce,A$7.00,"Whole wheat flatbread served with a side of peanut sauce, typically includes ingredients like flour, water, and salt.",False,2026-05-04T04:06:06.443170+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Veg Spring Rolls (4 Pieces),A$12.90,"Thai vegetable spring rolls, with vegetables, vermicelli noodles wrapped in pastry. Served with homemade sweet chilli sauce.",False,2026-05-04T04:06:06.443171+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Garlic Chicken with Rice,A$20.90,"Stir-fried garlic chicken on rice, finished with a fried egg",False,2026-05-04T04:06:06.443172+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Pad Mee Hokkien,A$20.00,"Hokkien noodles with onion, broccoli, carrot, capsicum, spring onion, bean.",False,2026-05-04T04:06:06.443175+00:00
doordash,31031916,Thai Food Near Me,https://www.doordash.com/store/31031916,4.6,0,27,27,,,Pad Peanut Sauce,A$20.00,"Gluten free, vegetarian. Bean, broccoli, carrot, Chinese broccoli with homemade peanut sauce.",False,2026-05-04T04:06:06.443176+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Breakfast Burrito,A$27.00,"Folded eggs, brown rice, baked beans, bacon, avocado, coriander and chipotle mayo (vegetarian option: mushrooms instead of bacon)",False,2026-05-04T04:06:19.648720+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Apple Crumble Porridge,A$24.00,"Made with cinnamon spiced apples, pecan crumble and yoghurt. This dish contains nuts.\n\nPlease note: our pecan crumble contains butter. Can be replaced with our 'chocolate hazelnut and orange granola' instead to be dairy-free (and vegan).",False,2026-05-04T04:06:19.648743+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Chicken & Avo Toastie,A$18.50,"Grilled chicken, avocado and herbed mayo on your choice of bread (gluten free option available)",False,2026-05-04T04:06:19.648746+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Coffee (Served Large),A$6.80,"Double shot of coffee, served extra hot and large (12oz)",False,2026-05-04T04:06:19.648748+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Free Range Eggs On Toast,A$15.90,Two eggs served on your choice of toast,False,2026-05-04T04:06:19.648750+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,PokÃ© Bowl,A$28.00,"Smashed avocado, edamame, pickled ginger, black sesame seeds, grated carrot, kewpie sriracha mayo on brown rice with your choice of cured salmon, grilled chicken, mushrooms, sesame crumbed tofu (which contains gluten) or two poached eggs",False,2026-05-04T04:06:19.648755+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Chilli Scrambled Eggs,A$27.00,"Scrambled eggs with bacon, chilli, spring onion, shallots and parmesan cheese on sourdough toast (gluten free option, vegetarian option: mushrooms instead of bacon)",False,2026-05-04T04:06:19.648756+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Eggs Benedict,A$27.50,"Slow cooked pulled ham hock, poached eggs, roasted apple hollandaise, pomegranate and fresh apple served on a potato rosti (gluten free option, vegetarian option: mushrooms instead of ham hock)",False,2026-05-04T04:06:19.648757+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Bacon & Egg Toastie,A$15.50,"Toasted with bacon, fried egg and sriracha mayo on sourdough (gluten free option)",False,2026-05-04T04:06:19.648759+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Avocado Toast,A$27.50,"Two poached eggs, smashed avocado, crispy chickpeas, cucumber, lemon labneh, fermented chilli, cherry tomatoes, shaved radish and pistachio dukkah on sourdough toast. This dish contains nuts. (vegetarian)",False,2026-05-04T04:06:19.648760+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,"Ham, Cheese & Tomato Toastie",A$17.50,"Ham, cheese and tomato on your choice of bread (gluten free option available)",False,2026-05-04T04:06:19.648762+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Chop Chop Salad,A$26.50,"Cherry tomatoes, cucumber, radish, green beans, avocado, cos lettuce, spinach, beetroot pickled egg, toasted walnuts, grated ricotta salata, lemon honey dressing. This dish contains nuts.",False,2026-05-04T04:06:19.648764+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Fresh Juice,A$13.00,"Yes really, straight out of the juicer. Carrot, apple or orange. Need ginger?",False,2026-05-04T04:06:19.648765+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Brekkie Burger,A$18.50,"Scrambled eggs, bacon, cheese and relish in a milk bun",False,2026-05-04T04:06:19.648766+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Halloumi Burger,A$24.00,"Vegetarian burger with fried halloumi, lettuce, tomato, mixed pickles, sriracha kewpie mayo in a milk bun",False,2026-05-04T04:06:19.648767+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Plate of Sides,,You can order from our list of sides! Yay!,False,2026-05-04T04:06:19.648768+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Bowl of Chips,A$12.00,With our signature spiced salt and your choice of dipping sauce,False,2026-05-04T04:06:19.648769+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Mushroom Toastie,A$15.00,"Roasted thyme mushroom & Merediths goatâs cheese on sourdough (gluten free option, vegetarian)",False,2026-05-04T04:06:19.648770+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Berry Antioxidant Smoothie,A$14.00,"Raspberries, banana, dates, chia seeds, yoghurt and soy milk (gf)",False,2026-05-04T04:06:19.648772+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Iced Coffee,A$8.50,"Double espresso, milk and ice-cream served large (14oz)",False,2026-05-04T04:06:19.648773+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Iced Latte,A$7.00,"Double espresso, milk and ice served large (14oz)",False,2026-05-04T04:06:19.648774+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Chocolate Milkshake,A$12.00,"Rich chocolate milkshake with smooth, creamy texture and a hint of chocolate syrup swirls.",False,2026-05-04T04:06:19.648775+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Iced Chocolate,A$8.00,"Chocolate, milk and ice-cream served large (14oz)",False,2026-05-04T04:06:19.648776+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Banana Bread,A$6.00,House baked banana bread,False,2026-05-04T04:06:19.648777+00:00
doordash,31838393,Mammoth Cafe,https://www.doordash.com/store/31838393,4.6,0,35,35,,,Coffee Beans for Home,A$19.00,Sunset Blvd Blend by Inglewood Coffee Roasters \n(250g),False,2026-05-04T04:06:19.648778+00:00
doordash,646964,Pardon Coffee,https://www.doordash.com/store/646964,4.6,0,28,28,2025% off,,Bacon & cheese toastie,A$14.50,Bacon and cheese on toasted sourdough,False,2026-05-04T04:06:31.886740+00:00
doordash,646964,Pardon Coffee,https://www.doordash.com/store/646964,4.6,0,28,28,2025% off,,Latte Large,A$6.50,"Large 12oz size with 2 shots, served hot",False,2026-05-04T04:06:31.886769+00:00
doordash,646964,Pardon Coffee,https://www.doordash.com/store/646964,4.6,0,28,28,2025% off,,Chicken Schnitzel & Avocado toastie,A$20.00,"Chicken schnitzel, mashed avocado, tomatoes, mayo, Swiss cheese on toasted sourdough",False,2026-05-04T04:06:31.886772+00:00
doordash,646964,Pardon Coffee,https://www.doordash.com/store/646964,4.6,0,28,28,2025% off,,Bacon and Egg brioche,A$16.00,"Bacon, large egg, cheese and Pardon specialty house-made herb mayo",False,2026-05-04T04:06:31.886773+00:00
doordash,646964,Pardon Coffee,https://www.doordash.com/store/646964,4.6,0,28,28,2025% off,,Ham & cheese croissant,A$12.50,Ham & cheese on toasted butter croissant,False,2026-05-04T04:06:31.886774+00:00
doordash,646964,Pardon Coffee,https://www.doordash.com/store/646964,4.6,0,28,28,2025% off,,"Ham, cheese & tomato toastie",A$15.00,Grilled cheese sandwich with layers of ham slices and fresh tomato between toasted bread slices.,False,2026-05-04T04:06:31.886776+00:00
doordash,646964,Pardon Coffee,https://www.doordash.com/store/646964,4.6,0,28,28,2025% off,,"Avocado, Cheese & Tomato toastie",A$16.00,"Mashed avo, tomatoes and cheese on toasted sourdough",False,2026-05-04T04:06:31.886777+00:00
doordash,646964,Pardon Coffee,https://www.doordash.com/store/646964,4.6,0,28,28,2025% off,,Double cheese bacon and egg on bagel,A$18.00,"Bacon, extra large egg, double cheese, Pardon home made herb mayo on NY superseed bagel",False,2026-05-04T04:06:31.886778+00:00
doordash,646964,Pardon Coffee,https://www.doordash.com/store/646964,4.6,0,28,28,2025% off,,Cheesy tuna melt,A$16.00,"Tuna, double cheese, chopped onions, tomatoes and mayo on toasted sourdough",False,2026-05-04T04:06:31.886779+00:00
doordash,646964,Pardon Coffee,https://www.doordash.com/store/646964,4.6,0,28,28,2025% off,,Four Cheese Toastie,A$14.50,"4 types of premium cheese (Swiss, tasty, mozzarella and hi melt cheese) on toasted sourdough",False,2026-05-04T04:06:31.886780+00:00
doordash,646964,Pardon Coffee,https://www.doordash.com/store/646964,4.6,0,28,28,2025% off,,BBQ cheesy beef,A$18.00,Sliced beef marinated with BBQ sauce topped with 4 different types of cheese on premium sourdough,False,2026-05-04T04:06:31.886782+00:00
doordash,646964,Pardon Coffee,https://www.doordash.com/store/646964,4.6,0,28,28,2025% off,,Basil chicken pesto,A$18.50,"Shredded chicken breast with basil pesto sauce, mustard, cheese on toasted sourdough",False,2026-05-04T04:06:31.886783+00:00
doordash,646964,Pardon Coffee,https://www.doordash.com/store/646964,4.6,0,28,28,2025% off,,Chicken wrap,A$17.50,"Crumbed chicken, lettuce, tomatoes, aioli, cheese in toasted wrap",False,2026-05-04T04:06:31.886784+00:00
doordash,646964,Pardon Coffee,https://www.doordash.com/store/646964,4.6,0,28,28,2025% off,,Ham & Cheese toastie,A$14.00,Golden-brown toasted sandwich with layers of melted cheese and ham.,False,2026-05-04T04:06:31.886786+00:00
doordash,646964,Pardon Coffee,https://www.doordash.com/store/646964,4.6,0,28,28,2025% off,,"Watermelon, pineapple & orange juice",A$13.50,"Freshly squeezed watermelon, pineapple, orange juice",False,2026-05-04T04:06:31.886787+00:00
doordash,646964,Pardon Coffee,https://www.doordash.com/store/646964,4.6,0,28,28,2025% off,,Banana bread (toasted with butter),A$9.20,Toasted with butter.  Contains nuts,False,2026-05-04T04:06:31.886792+00:00
